date,time,Location,Lat,Long,operator,flight_no,route,ac_type,registration,cn_ln,all_aboard,passengers_aboard,crew_aboard,all_fatalities,passenger_fatalities,crew_fatalities,ground,summary
"November 08, 1983",508,Luanda,-8.8383,13.2344,Savannair,?,Luanda - Lucapa,Antonov AN-12,EL-ASS,3340909,14,10,4,14,10,4,13,"The plane was on a flight to Lucapa, when it was forced to return to Luanda due to engine trouble. While approaching Luanda, the aircraft crashed into the Cazenga district of Luanda destroying five houses."
"August 09, 2010",?,Denpasar,-8.6667,115.2167,KNILM,?,Batavia - Denpasar - Kupang - Darwin - Sydney,Lockheed 14 Super Electra,PK-AFO,1415,9,5,4,8,5,3,0,Crashed into the sea shortly after take-off. Cause unknown
"March 08, 2013",1535,Denpasar,-8.6667,115.2167,Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,108,101,7,0,0,0,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured."
"July 28, 2010",1521,Baucau,-8.4667,126.45,Euro Asia Aviation,?,Macau - Baucau,Ilyushin II-76TD,RDPL-34141,53465941,6,2,4,6,2,4,0,The cargo plane struck ground 2 km short of the runway in heavy fog. The flight crew did not comply with the published non-precision instrument approach. The flight crew conducted user-defined non-precision instrument approaches to Runway 14 at Baucau during flight in instrument meteorological conditions. The pilot in command permitted the aircraft to descend below the MDA.
"January 31, 1971",?,Lucapa,-8.4228,20.7393,Savanair,?,?,Antonov 12B,RA-11101,1347703,19,13,6,6,5,1,0,While attempting to land the landing lights malfunctioned causing the cargo plane to veer off the runway and crash into a house.
"March 31, 1971",?,Lucapa,-8.4228,20.7393,ALADA,?,Luanda - Lucapa,Antonov AN-12B,D2-FVG,6344506,16,12,4,16,12,4,0,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.
"December 30, 1951",?,Gravatá,-8.2008,-35.565,Varig,?,São Paulo - Recife,Curtiss C-46C,PP-VBJ,33481,3,0,3,3,0,3,0,Struck a mountain.
"September 01, 1995",?,"Feijó, Acre",-8.1639,-70.3539,Cruzeiro,?,?,Douglas C-47A-25,PP-SAD,13764,19,16,3,19,16,3,0,"Tried to return to the airport for an emergency landing after an engine failed. While completing a last turn to join the approach path, control was lost and the airplane crashed in a field located few km from the airport."
"August 30, 1975",?,Caungula,-8.0833,19.0833,Trans Service Airlift,?,Jamba Airport - ?,Lockheed L-188C Electra,9Q-CRR,1080,144,139,5,141,137,4,0,"The plane, chartered by the UNITA rebel movement, stalled and crashed shortly after takeoff from Jamba. Overloaded by 40 passengers. One report stated baggage shifted to the rear of the plane."
"November 11, 1991",2143,Recife,-8.0539,-34.8808,Nordeste Linhas Aereas,115,Recife - Maceió - Aracajú - Salvador,Embraer 110P1 Bandeirante,PT-SCU,110-314,15,12,3,15,12,3,2,Crashed on takeoff hitting power lines and roof tops before coming to rest in a market square. Uncontained failure of the right engine.
"July 13, 2011",1153,Recife,-8.0539,-34.8808,NOAR Linhas Aéreas,SP-5007,Recife - Natal,Let L-401UVP-20,PR-NOB,2722,16,14,2,16,14,2,0,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold."
"March 07, 2007",714,Yogyakarta,-7.8005,110.3913,Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140,133,7,22,21,1,0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach."
"August 21, 1966",?,"Cruzeiro do Sul, Acre",-7.6308,-72.67,Amazonese Importacao e Exportacao,?,Cruzeiro do Sul - Rio Branco,Lockheed 049 Constellation,PP-PDG,2037,18,15,3,9,6,3,0,"The cargo plane cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle."
"September 04, 1971",605,"Cruzeiro do Sul, Acre",-7.6308,-72.67,VASP,?,Rio Branc - Cruzeiro do Sul,Boeing 737-2A1C,PP-SND,21188/444,3,1,2,3,1,2,0,The cargo plane crashed while on approach after the crew was distracted by a intermittent compartment warning.
"November 30, 2004",1814,Surakarta,-7.5667,110.8167,Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,163,156,7,25,23,2,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash."
"August 27, 1937",?,"Wau, Papua New Guinea",-7.3389,146.7167,Guinea Airways,?,?,Stinson SR-7 Reliant,VH-URC,9669,1,0,1,1,0,1,1,"After taking off in foggy condition, the cargo plane lost altitude and crashed into a house."
"April 28, 1970",?,Kahemba Territory,-7.3,19,Malu Aviation,?,?,de Havilland Canada DHC-6 Twin Otter 200,9Q-CXK,74,21,19,2,6,4,2,0,Crashed on take off.
"November 17, 1950",?,Surabaya,-7.2458,112.7378,Garuda Indonesia Airlines,?,?,Douglas DC-3,PK-DPB,19005,23,20,3,2,0,2,0,Veered off the runway and crashed into a ditch..
"February 03, 1961",2355,Surabaya,-7.2458,112.7378,Garuda Indonesia Airlines,542,Surabaya - Balikpapan,Douglas DC-3,PK-GDY,13052,26,21,5,26,21,5,0,Disappeared while en route. The wreckage was never found. It is believed the aircraft crashed into the sea off the island of Madura.
"December 29, 1961",?,Surabaya,-7.2458,112.7378,Garuda Indonesia Airlines,?,Jakarta -Surabaya,Douglas DC-3,PK-GDZ,12514,14,,,14,,,0,"On approach to Surabaya Airport, the plane struck a mountain."
"January 09, 1993",?,Surabaya,-7.2458,112.7378,Bouraq Indonesia Airlines,?,?,Hawker Siddeley HS-748-234,PK-IHE,1620,44,39,5,17,13,4,0,"The No. 2 engine lost power on takeoff. The aircraft crashed into a swamp 800m beyond the end of the runway, broke up and caught fire.  Flaps were found to be retracted.  Right propeller did not autofeather and had to be feathered manually."
"August 16, 2007",1730,Campina Grande,-7.2306,-35.8811,Loide Aereo Nacional,?,Paraiba - Rio de Janerio,Curtiss C-46A-CU,PP-LDX,30288,18,14,4,14,12,2,0,The aircraft crashed after a second landing attempt. Improper approach procedure. Pilot error. A contributing cause was incorrect forcast provided to the crew.
"August 27, 2004",?,"Bellavista, Bellavista",-7.0669,-76.5848,Expresso Aéreo,?,Tarapoto - Bellavista,Fokker F-27 Friendship 500,OB-1443,10533,43,36,7,1,0,1,1,"While attempting to land the nose gear tire blew out causing the plane to veer off the runway, break in three and catch fire. The pilot died after he was trapped in the cockpit."
"August 08, 1954",1156,Bandung,-6.9022,107.6188,Sempati Air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,50,45,5,30,25,5,0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field."
"April 06, 1944",1230,Bandung,-6.9022,107.6188,Military - Indonesian Air Force,?,Militiary training,Fokker F-27 Friendship 400M,A-2703,10538,24,18,6,24,18,6,0,"While returning from a military training exercise, and attempting to land, the aircraft struck a hanger and burst into flames."
"July 21, 1988",?,Lae,-6.7303,147.0008,Private - Purdue Reasearch Foundation,?,Lae - Howland Island,Lockheed 10E Electra,NR16020,1055,2,0,2,2,0,2,0,"The plane disappeared while en route from  Lae to Howland Island. The aircraft had to be flown higher than expected due to storms which used extra fuel.  In addition, strong head winds were encountered.  The aircraft most likely ran out of fuel and ditched into the ocean 50 to 100 miles northwest of Howland Island. Amelia Earhart, 40, and navigator Fred Noonan, killed."
"April 23, 1995",907,Lae,-6.7303,147.0008,Qantas,?,Wau - Bulolo - Lae,de Havilland DHA-3 Drover II,VH-EBQ,5003,7,5,2,7,5,2,0,Crashed into the Huon Gulf after the center propeller failed.
"October 02, 1956",?,Eirunepé,-6.6597,-69.8744,TABA,?,?,Embraer 110P Bandeirante,PT-GKW,110128,14,12,2,2,0,2,0,Crashed during takeoff.
"December 11, 1974",?,Canaã dos Carajás,-6.4969,-49.8778,Military - Brazilian Air Force,?,?,Hawker Siddeley HS-125-403B,FAB2129,25290,9,7,2,9,7,2,0,Crashed during takeoff.
"June 05, 1959",1234,Canaã dos Carajás,-6.4969,-49.8778,Varig,265,Maraba - Carajas,Boeing B-737-2C3,PP-CJO,21013/393,52,46,6,1,0,1,0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.
"October 24, 1945",?,Tarapoto,-6.4833,-76.3667,Faucett,?,?,Faucett F-19,OB-PAG-139,24,5,4,1,5,4,1,0,Crashed on takeoff.
"November 19, 2001",912,Kainantu,-6.2917,145.8611,Trans Australia Airlines,?,Mount Hagen - Goroka - Kainantu,de Havilland Canada DHC-6 Twin Otter 100,VH-TGR,6,11,9,2,8,6,2,0,"Crashed while on approach to a dirt strip.The probable cause of the accident was that the pilot persisted with such determination or confidence in his attempts to reach his destination in the face of deteriorating weather conditions, that he did not ensure he could safely discontinue the approach at any time and still maintain visual reference to the significant terrain."
"May 29, 1995",1340,M'banza-Kongo,-6.2667,14.25,TAAG Angola Airlines,?,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,23220/1084,78,69,9,5,4,1,0,"The crew undershot the runway and blew two tires on landing, causing the landing gear to collapse and one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building."
"February 03, 1921",?,Mendi,-6.1478,143.6572,Douglas Airways,?,Port Morsbey - Maanari,GAF Nomad 22B,P2-DNL,39,16,14,2,16,14,2,0,Crashed into the side of a hill after a go-around.
"July 08, 1964",?,"Kiunga, Papua New Guinea",-6.1167,141.3,Garamut Aviation,?,Port Moresby - Tabubil,de Havilland Canada C-7A Caribou,P2-VTC,13,3,1,2,3,1,2,0,The cargo plane lost two engines during its flight to Tabubil and subsequent diversion to Kiunga and crashed short of the runway.
"November 21, 1990",1420,"Kiunga, Papua New Guinea",-6.1167,141.3,Sunbird Aviation,?,Oksapmin - Kiungaraining,Britten-Norman Islander,P2-SBC,3010,12,11,1,12,11,1,0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure. The aircraft’s center of gravity was significantly aft of the aft limit. When landing flap was set, full nose-down elevator and elevator trim was likely to have had no effect in lowering the nose of the aircraft."
"November 07, 1952",1032,Goroka,-6.0833,145.3833,Goroka Air Services,?,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,P2-MMU,250,4,3,1,2,1,1,0,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.
"April 11, 1982",852,Goroka,-6.0833,145.3833,Airlink,?,Nadzab - Goroka,Embraer 110P2 Bandeirante,P2-ALX,110210,17,15,2,17,15,2,0,"The aircraft was 19 miles or six minutes out of Goroka when it crashed into a hillside. At the time of the crash, the pilot was in routine communication with Goroka and gave no indications of any problems."
"December 24, 1964",?,Yurimaguas,-5.9,-76.0833,SATCO,?,?,Douglas DC-3,OB-XAU,14541/25986,23,22,1,1,0,1,0,Cashed on takeoff.
"February 25, 1985",?,"Boma, Democratic Republic of the Congo",-5.85,13.05,Sankuru Air Service,?,Training,Yakovlev 40D,RA-87256,9311326,9,5,4,5,3,2,0,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.
"June 03, 1977",15,"Natal, Rio Grande do Norte",-5.795,-35.2089,Air France,447,Rio de Janeiro - Paris,Airbus A330-203,F-GZCP,660,228,216,12,228,216,12,0,"The Airbus went missing over the Atlantic Ocean on a flight from Rio de Janeiro to Paris, France. The plane departed from Rio de Janeiro-Galeao International Airport at 19:03 LT bound for Charles de Gaulle Airport in Paris. The last radio contact with the flight was at 01:33 UTC.  The aircraft left CINDACTA III radar coverage at 01:48 UTC, flying normally at FL350. The aircraft reportedly went through a thunderstorm with strong turbulence at 02:00 UTC. At 02:14 UTC an automated message was received indicating a failure of the electrical system. The plane carried 12 crew members and 216 passengers. The wreckage was finally discovered on April 3, 2011 using unmanned submarines.  Flight447 passed into clouds associated with a large system of thunderstorms, its speed sensors became iced over, and the autopilot disengaged. In the ensuing confusion, the pilots lost control of the airplane because they reacted incorrectly to the loss of instrumentation and then seemed unable to comprehend the nature of the problems they had caused. Neither weather nor malfunction doomed flight, nor a complex chain of error, but a simple but persistent mistake on the part of one of the pilots. 
  The crew did not realize the plane was in a stall, were insufficiently trained in flying manually, and never informed the passengers that anything was wrong before they plunged into the sea. The captain was on a rest break when the warnings began. The two co-pilots were facing faulty speed readings from unreliable sensors and repeated alarm signals, but fail to explain why the pilots responded the way they did. It's unclear why the co-pilot at the controls maintained a nose-up input - contrary to the normal procedure to come out of an aerodynamic stall. Normally, the nose should be pointed slightly downward to regain lift in such a stall, often caused because the plane is traveling too slowly. A basic maneuver for stall recovery, which pilots are taught at the outset of their flight training, is to push the yoke forward and apply full throttle to lower the nose of the plane and build up speed. The report confirms that external speed sensors obstructed by ice crystals produced irregular speed readings on the plane. Since the accident, Air France has replaced the speed monitors on all its Airbus A330 and A340 aircraft. The BEA said neither of the co-pilots at the controls had received recent training for manual aircraft handling, or had any high-altitude schooling in case of unreliable air speed readings. A stall warning sounded numerous times, and once for a full 54 seconds, but the crew made no reference to it in cockpit exchanges before the jet crashed."
